[GIN] 2026/03/07 - 15:01:56 | 200 |   2.65ms |             ::1 | GET      "/assets/masjidil-haram.png"
[GIN] 2026/03/07 - 15:02:03 | 200 |   2.35ms |             ::1 | GET      "/api/wilayah/search?q=cis"
[GIN] 2026/03/07 - 15:02:03 | 200 |   2.42ms |             ::1 | GET      "/api/wilayah/search?q=cis"
[GIN] 2026/03/07 - 15:02:05 | 200 |   7.85ms |             ::1 | GET      "/api/leads/stats/overview"
[GIN] 2026/03/07 - 15:02:05 | 200 |   7.93ms |             ::1 | GET      "/api/leads/stats/overview"
[GIN] 2026/03/07 - 15:02:07 | 200 | 338.485µs |             ::1 | GET      "/api/wilayah/search?q=band"
[GIN] 2026/03/07 - 15:02:07 | 200 | 380.119µs |             ::1 | GET      "/api/wilayah/search?q=band"
[GIN] 2026/03/07 - 15:02:08 | 206 |  26.14ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:08 | 206 |   26.2ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:09 | 206 | 180.73ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:09 | 206 | 186.68ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:09 | 206 |  15.33ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:09 | 206 |  15.41ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:09 | 206 |   1.37ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:09 | 206 |   1.41ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:09 | 206 | 248.52ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:09 | 206 | 248.59ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:09 | 206 |   10.1ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:09 | 206 |  10.14ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:09 | 206 |  13.05ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:09 | 206 |  13.14ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:09 | 206 |   2.36ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:09 | 206 |    2.4ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:10 | 206 | 241.97ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:10 | 206 | 242.05ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:10 | 206 |   2.64ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:10 | 206 |   2.75ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:10 | 206 | 219.14ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:10 | 206 | 219.22ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:10 | 206 |   3.56ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:10 | 206 |   3.61ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:11 | 206 | 243.45ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:11 | 206 | 243.56ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:11 | 206 |   3.29ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:11 | 206 |   3.36ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:11 | 206 | 735.767µs |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:11 | 206 | 772.808µs |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:11 | 206 |    15.2s |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:11 | 206 |    15.2s |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:11 | 206 | 473.666µs |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:11 | 206 | 524.167µs |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:11 | 206 |   4.13ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:11 | 206 |   4.18ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:12 | 206 |   2.44ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:12 | 206 |   2.49ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:12 | 206 | 857.182µs |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:12 | 206 | 949.473µs |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:12 | 206 |   1.83ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:12 | 206 |   1.89ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:12 | 206 |   1.66ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:12 | 206 |   1.71ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:13 | 206 |   1.48ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:13 | 206 |   1.59ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:13 | 206 |   7.52ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:13 | 206 |   7.56ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:13 | 206 | 428.012µs |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:13 | 206 | 534.513µs |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:15 | 206 |   1.78ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:15 | 206 |   1.83ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:16 | 206 |   4.26ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:16 | 206 |   4.31ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:17 | 206 |   2.37ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:17 | 206 |   2.43ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:17 | 206 |   1.62ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:17 | 206 |   1.67ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:18 | 206 |   2.23ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:18 | 206 |    2.3ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:18 | 206 |   2.28ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:18 | 206 |   2.35ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:18 | 206 |   2.13ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:18 | 206 |   2.19ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:19 | 206 |   2.24ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:19 | 206 |   2.29ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:19 | 206 | 706.621µs |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:19 | 206 | 771.37µs |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:35 | 200 |   5.94ms |             ::1 | GET      "/api/leads/stats/overview"
[GIN] 2026/03/07 - 15:02:35 | 200 |   6.01ms |             ::1 | GET      "/api/leads/stats/overview"
[GIN] 2026/03/07 - 15:02:35 | 404 | 61.861µs |             ::1 | POST     "/api/leads"
[GIN] 2026/03/07 - 15:02:35 | 404 | 146.134µs |             ::1 | POST     "/api/leads"
[GIN] 2026/03/07 - 15:02:36 | 206 |   3.95ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:36 | 206 |   4.08ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:52 | 206 | 738.319µs |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:52 | 206 | 840.819µs |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:57 | 206 |   8.99ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:02:57 | 206 |   9.16ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:03:05 | 200 |   20.6ms |             ::1 | GET      "/api/leads/stats/overview"
[GIN] 2026/03/07 - 15:03:05 | 200 |   20.7ms |             ::1 | GET      "/api/leads/stats/overview"
[GIN] 2026/03/07 - 15:03:16 | 206 |   2.61ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:03:16 | 206 |   2.69ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:03:30 | 206 | 207.069µs |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:03:30 | 206 | 259.082µs |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:03:31 | 206 | 195.267µs |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:03:31 | 206 | 251.927µs |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:03:32 | 206 |   6.85ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:03:32 | 206 |    6.9ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:03:33 | 206 |   8.89ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:03:33 | 206 |   8.96ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:03:35 | 200 |   6.04ms |             ::1 | GET      "/api/leads/stats/overview"
[GIN] 2026/03/07 - 15:03:35 | 200 |   6.11ms |             ::1 | GET      "/api/leads/stats/overview"
[GIN] 2026/03/07 - 15:03:56 | 206 |   2.43ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:03:56 | 206 |   2.49ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:03:57 | 200 |   8.01ms |             ::1 | GET      "/api/programs"
[GIN] 2026/03/07 - 15:03:57 | 200 |   8.09ms |             ::1 | GET      "/api/programs"
[GIN] 2026/03/07 - 15:04:05 | 200 |    6.9ms |             ::1 | GET      "/api/leads/stats/overview"
[GIN] 2026/03/07 - 15:04:05 | 200 |   6.97ms |             ::1 | GET      "/api/leads/stats/overview"
[GIN] 2026/03/07 - 15:04:08 | 200 |   2.89ms |             ::1 | GET      "/api/programs"
[GIN] 2026/03/07 - 15:04:08 | 200 |   2.95ms |             ::1 | GET      "/api/programs"
[GIN] 2026/03/07 - 15:04:15 | 206 |   3.58ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:04:15 | 206 |   3.72ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:04:16 | 200 |    4.3ms |             ::1 | GET      "/api/programs"
[GIN] 2026/03/07 - 15:04:16 | 200 |   4.43ms |             ::1 | GET      "/api/programs"
[GIN] 2026/03/07 - 15:04:20 | 206 |   1.73ms |             ::1 | GET      "/assets/munira-hero.mp4"
[GIN] 2026/03/07 - 15:04:20 | 206 |   1.79ms |             ::1 | GET      "/assets/munira-hero.mp4"
